2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Wake County Schools	Mills Park Elementary	920501	All Science	<5	6.4	10.5	44.8	36.6
Wake County Schools	Mills Park Elementary	920501	Science Grade 5	<5	6.4	10.5	44.8	36.6
Wake County Schools	Mills Park Middle	920502	All Subjects	6.6	11.0	6.1	39.0	37.3
Wake County Schools	Mills Park Middle	920502	All EOG	7.3	11.9	6.3	38.2	36.3
Wake County Schools	Mills Park Middle	920502	EOG Grade 6	6.9	12.0	6.5	37.2	37.5
Wake County Schools	Mills Park Middle	920502	EOG Grade 7	7.1	12.2	5.9	40.4	34.4
Wake County Schools	Mills Park Middle	920502	EOG Grade 8	7.7	11.5	6.6	37.4	36.8
Wake County Schools	Mills Park Middle	920502	All Reading	6.7	12.7	8.1	44.4	28.1
Wake County Schools	Mills Park Middle	920502	Reading Grade 6	5.6	12.9	8.4	43.2	29.8
Wake County Schools	Mills Park Middle	920502	Reading Grade 7	6.0	12.3	7.0	48.2	26.5
Wake County Schools	Mills Park Middle	920502	Reading Grade 8	8.7	13.0	8.9	41.6	27.8
Wake County Schools	Mills Park Middle	920502	All Math	9.0	14.0	5.5	32.4	39.2
Wake County Schools	Mills Park Middle	920502	Math Grade 6	8.1	11.1	<5	31.1	45.2
Wake County Schools	Mills Park Middle	920502	Math Grade 7	8.2	12.2	<5	32.5	42.3
Wake County Schools	Mills Park Middle	920502	Math Grade 8	10.7	19.0	7.2	33.6	29.5
Wake County Schools	Mills Park Middle	920502	All Science	<5	<5	<5	37.0	53.2
Wake County Schools	Mills Park Middle	920502	Science Grade 8	<5	<5	<5	37.0	53.2
Wake County Schools	Mills Park Middle	920502	All EOC	<5	<5	<5	46.4	45.9
Wake County Schools	Mills Park Middle	920502	Math I	<5	<5	<5	46.4	45.9
Wake County Schools	Morrisville Elementary	920504	All Subjects	5.0	5.3	5.5	42.3	42.0
Wake County Schools	Morrisville Elementary	920504	All EOG	5.0	5.3	5.5	42.3	42.0
Wake County Schools	Morrisville Elementary	920504	EOG Grade 3	<5	6.5	5.0	42.1	42.8
Wake County Schools	Morrisville Elementary	920504	EOG Grade 4	5.1	5.1	<5	42.0	43.1
Wake County Schools	Morrisville Elementary	920504	EOG Grade 5	5.9	<5	6.4	42.7	40.5
Wake County Schools	Morrisville Elementary	920504	All Reading	6.2	5.0	8.0	53.1	27.7
Wake County Schools	Morrisville Elementary	920504	Reading Grade 3	<5	5.8	7.2	52.2	30.4
Wake County Schools	Morrisville Elementary	920504	Reading Grade 4	6.5	<5	7.2	55.1	26.8
Wake County Schools	Morrisville Elementary	920504	Reading Grade 5	8.0	<5	9.6	52.0	25.6
Wake County Schools	Morrisville Elementary	920504	All Math	<5	5.7	<5	31.8	56.1
Wake County Schools	Morrisville Elementary	920504	Math Grade 3	<5	7.1	<5	32.1	55.0
Wake County Schools	Morrisville Elementary	920504	Math Grade 4	<5	5.8	<5	29.0	59.4
Wake County Schools	Morrisville Elementary	920504	Math Grade 5	<5	<5	<5	34.4	53.6
Wake County Schools	Morrisville Elementary	920504	All Science	<5	<5	6.4	41.6	42.4
Wake County Schools	Morrisville Elementary	920504	Science Grade 5	<5	<5	6.4	41.6	42.4
Wake County Schools	Moore Square Museum Magnet Middle	920506	All Subjects	30.1	24.9	6.9	26.4	11.7
Wake County Schools	Moore Square Museum Magnet Middle	920506	All EOG	31.2	25.6	6.5	24.7	11.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	EOG Grade 6	25.2	22.7	6.1	26.1	19.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	EOG Grade 7	39.9	30.4	5.3	17.5	6.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	EOG Grade 8	29.7	24.5	7.7	28.6	9.5
Wake County Schools	Moore Square Museum Magnet Middle	920506	All Reading	25.1	29.2	9.1	23.8	12.8
Wake County Schools	Moore Square Museum Magnet Middle	920506	Reading Grade 6	18.4	23.3	8.6	28.8	20.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	Reading Grade 7	30.5	31.1	8.6	21.2	8.6
Wake County Schools	Moore Square Museum Magnet Middle	920506	Reading Grade 8	27.0	33.8	10.1	20.9	8.1
Wake County Schools	Moore Square Museum Magnet Middle	920506	All Math	39.5	26.8	<5	20.5	9.5
Wake County Schools	Moore Square Museum Magnet Middle	920506	Math Grade 6	31.9	22.1	<5	23.3	19.0
Wake County Schools	Moore Square Museum Magnet Middle	920506	Math Grade 7	49.3	29.6	<5	13.8	5.3
Wake County Schools	Moore Square Museum Magnet Middle	920506	Math Grade 8	37.8	29.1	5.4	24.3	<5
Wake County Schools	Moore Square Museum Magnet Middle	920506	All Science	24.3	10.8	7.4	40.5	16.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	Science Grade 8	24.3	10.8	7.4	40.5	16.9
Wake County Schools	Moore Square Museum Magnet Middle	920506	All EOC	<5	5.0	17.5	72.5	5.0
Wake County Schools	Moore Square Museum Magnet Middle	920506	Math I	<5	5.0	17.5	72.5	5.0
Wake County Schools	Mount Vernon	920508	All Subjects	46.5	27.3	7.7	17.8	<5
Wake County Schools	Mount Vernon	920508	All EOG	47.7	26.9	7.5	17.2	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 3	71.9	15.6	<5	12.5	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 4	61.1	5.6	5.6	27.8	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 5	66.7	18.2	6.1	9.1	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 6	41.7	41.7	8.3	8.3	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 7	54.3	39.1	<5	6.5	<5
Wake County Schools	Mount Vernon	920508	EOG Grade 8	33.3	27.8	12.7	24.6	<5
Wake County Schools	Mount Vernon	920508	All Reading	45.1	31.9	<5	18.6	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 3	68.8	12.5	<5	18.8	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 4	55.6	<5	<5	44.4	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 5	63.6	18.2	9.1	9.1	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 6	25.0	58.3	8.3	8.3	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 7	43.5	43.5	<5	13.0	<5
Wake County Schools	Mount Vernon	920508	Reading Grade 8	35.7	35.7	7.1	21.4	<5
Wake County Schools	Mount Vernon	920508	All Math	57.5	26.5	6.2	8.8	<5
Wake County Schools	Mount Vernon	920508	Math Grade 3	75.0	18.8	<5	6.3	<5
Wake County Schools	Mount Vernon	920508	Math Grade 4	66.7	11.1	11.1	11.1	<5
Wake County Schools	Mount Vernon	920508	Math Grade 5	72.7	18.2	<5	9.1	<5
Wake County Schools	Mount Vernon	920508	Math Grade 6	58.3	25.0	8.3	8.3	<5
Wake County Schools	Mount Vernon	920508	Math Grade 7	65.2	34.8	<5	<5	<5
Wake County Schools	Mount Vernon	920508	Math Grade 8	40.5	31.0	11.9	14.3	<5
Wake County Schools	Mount Vernon	920508	All Science	32.1	17.0	17.0	32.1	<5
Wake County Schools	Mount Vernon	920508	Science Grade 5	63.6	18.2	9.1	9.1	<5
Wake County Schools	Mount Vernon	920508	Science Grade 8	23.8	16.7	19.0	38.1	<5
Wake County Schools	Mount Vernon	920508	All EOC	<5	42.9	14.3	42.9	<5
Wake County Schools	Mount Vernon	920508	Math I	<5	42.9	14.3	42.9	<5
Wake County Schools	North Garner Middle	920512	All Subjects	24.9	25.0	9.7	32.3	8.1
Wake County Schools	North Garner Middle	920512	All EOG	25.8	25.6	9.8	31.2	7.6
Wake County Schools	North Garner Middle	920512	EOG Grade 6	28.0	27.3	9.3	28.5	6.9
Wake County Schools	North Garner Middle	920512	EOG Grade 7	23.4	27.8	10.4	29.5	8.9
Wake County Schools	North Garner Middle	920512	EOG Grade 8	26.0	22.9	9.6	34.4	7.1
Wake County Schools	North Garner Middle	920512	All Reading	19.7	29.2	11.8	33.9	5.5
Wake County Schools	North Garner Middle	920512	Reading Grade 6	20.0	28.8	12.6	33.8	<5
Wake County Schools	North Garner Middle	920512	Reading Grade 7	16.4	30.4	12.6	33.7	6.8
Wake County Schools	North Garner Middle	920512	Reading Grade 8	22.8	28.2	10.1	34.1	<5
Wake County Schools	North Garner Middle	920512	All Math	34.0	26.2	6.8	24.6	8.4
Wake County Schools	North Garner Middle	920512	Math Grade 6	36.1	25.7	5.9	23.1	9.2
Wake County Schools	North Garner Middle	920512	Math Grade 7	30.4	25.2	8.2	25.2	11.0
Wake County Schools	North Garner Middle	920512	Math Grade 8	35.7	27.7	6.3	25.6	<5
Wake County Schools	North Garner Middle	920512	All Science	19.5	12.9	12.6	43.4	11.7
Wake County Schools	North Garner Middle	920512	Science Grade 8	19.5	12.9	12.6	43.4	11.7
Wake County Schools	North Garner Middle	920512	All EOC	<5	7.9	7.9	60.7	23.6
Wake County Schools	North Garner Middle	920512	Math I	<5	7.9	7.9	60.7	23.6
Wake County Schools	North Forest Pines Drive Elementary	920514	All Subjects	9.9	14.2	9.2	41.4	25.3
Wake County Schools	North Forest Pines Drive Elementary	920514	All EOG	9.9	14.2	9.2	41.4	25.3
Wake County Schools	North Forest Pines Drive Elementary	920514	EOG Grade 3	12.0	13.7	9.6	39.9	24.7
Wake County Schools	North Forest Pines Drive Elementary	920514	EOG Grade 4	9.9	16.1	5.8	47.1	21.1
Wake County Schools	North Forest Pines Drive Elementary	920514	EOG Grade 5	8.3	13.3	11.0	39.1	28.3
Wake County Schools	North Forest Pines Drive Elementary	920514	All Reading	11.0	15.3	9.5	48.1	16.0
Wake County Schools	North Forest Pines Drive Elementary	920514	Reading Grade 3	13.1	12.4	6.9	48.3	19.3
Wake County Schools	North Forest Pines Drive Elementary	920514	Reading Grade 4	9.9	13.2	9.1	59.5	8.3
Wake County Schools	North Forest Pines Drive Elementary	920514	Reading Grade 5	9.8	20.3	12.8	37.6	19.5
Wake County Schools	North Forest Pines Drive Elementary	920514	All Math	10.0	14.0	7.8	35.1	33.1
Wake County Schools	North Forest Pines Drive Elementary	920514	Math Grade 3	11.0	15.1	12.3	31.5	30.1
Wake County Schools	North Forest Pines Drive Elementary	920514	Math Grade 4	9.9	19.0	<5	34.7	33.9
Wake County Schools	North Forest Pines Drive Elementary	920514	Math Grade 5	9.1	8.3	7.6	39.4	35.6
Wake County Schools	North Forest Pines Drive Elementary	920514	All Science	6.0	11.2	12.7	40.3	29.9
Wake County Schools	North Forest Pines Drive Elementary	920514	Science Grade 5	6.0	11.2	12.7	40.3	29.9
Wake County Schools	North Ridge Elementary	920516	All Subjects	15.7	20.9	9.3	33.7	20.5
Wake County Schools	North Ridge Elementary	920516	All EOG	15.7	20.9	9.3	33.7	20.5
Wake County Schools	North Ridge Elementary	920516	EOG Grade 3	12.1	20.6	10.5	31.9	25.0
Wake County Schools	North Ridge Elementary	920516	EOG Grade 4	23.3	22.0	8.5	30.1	16.1
Wake County Schools	North Ridge Elementary	920516	EOG Grade 5	13.2	20.4	9.0	37.3	20.2
Wake County Schools	North Ridge Elementary	920516	All Reading	18.8	18.8	10.0	35.7	16.6
Wake County Schools	North Ridge Elementary	920516	Reading Grade 3	15.3	16.9	10.5	36.3	21.0
Wake County Schools	North Ridge Elementary	920516	Reading Grade 4	24.6	17.8	11.0	33.9	12.7
Wake County Schools	North Ridge Elementary	920516	Reading Grade 5	16.8	21.8	8.4	37.0	16.0
Wake County Schools	North Ridge Elementary	920516	All Math	15.2	23.3	8.0	27.1	26.3
Wake County Schools	North Ridge Elementary	920516	Math Grade 3	8.9	24.2	10.5	27.4	29.0
Wake County Schools	North Ridge Elementary	920516	Math Grade 4	22.0	26.3	5.9	26.3	19.5
Wake County Schools	North Ridge Elementary	920516	Math Grade 5	15.1	19.3	7.6	27.7	30.3
Wake County Schools	North Ridge Elementary	920516	All Science	7.6	20.2	10.9	47.1	14.3
Wake County Schools	North Ridge Elementary	920516	Science Grade 5	7.6	20.2	10.9	47.1	14.3
Wake County Schools	Northwoods Elementary	920520	All Subjects	10.6	22.9	10.5	37.7	18.3
Wake County Schools	Northwoods Elementary	920520	All EOG	10.6	22.9	10.5	37.7	18.3
Wake County Schools	Northwoods Elementary	920520	EOG Grade 3	8.1	26.0	8.7	34.7	22.5
Wake County Schools	Northwoods Elementary	920520	EOG Grade 4	19.5	24.0	9.7	33.8	13.0
Wake County Schools	Northwoods Elementary	920520	EOG Grade 5	7.4	20.4	11.9	41.8	18.6
Wake County Schools	Northwoods Elementary	920520	All Reading	12.0	24.0	12.4	35.7	15.9
Wake County Schools	Northwoods Elementary	920520	Reading Grade 3	7.0	25.6	9.3	33.7	24.4
Wake County Schools	Northwoods Elementary	920520	Reading Grade 4	18.2	23.4	13.0	35.1	10.4
Wake County Schools	Northwoods Elementary	920520	Reading Grade 5	11.6	23.2	14.7	37.9	12.6
Wake County Schools	Northwoods Elementary	920520	All Math	11.2	22.0	7.3	36.7	22.8
Wake County Schools	Northwoods Elementary	920520	Math Grade 3	9.2	26.4	8.0	35.6	20.7
Wake County Schools	Northwoods Elementary	920520	Math Grade 4	20.8	24.7	6.5	32.5	15.6
Wake County Schools	Northwoods Elementary	920520	Math Grade 5	5.3	15.8	7.4	41.1	30.5
Wake County Schools	Northwoods Elementary	920520	All Science	5.3	22.1	13.7	46.3	12.6
Wake County Schools	Northwoods Elementary	920520	Science Grade 5	5.3	22.1	13.7	46.3	12.6
Wake County Schools	Oak Grove Elementary	920522	All Subjects	6.7	10.6	5.8	44.9	32.0
Wake County Schools	Oak Grove Elementary	920522	All EOG	6.7	10.6	5.8	44.9	32.0
Wake County Schools	Oak Grove Elementary	920522	EOG Grade 3	5.3	11.7	<5	41.7	36.4
Wake County Schools	Oak Grove Elementary	920522	EOG Grade 4	9.5	10.3	7.4	50.0	22.7
Wake County Schools	Oak Grove Elementary	920522	EOG Grade 5	5.8	10.1	5.3	43.9	34.9
Wake County Schools	Oak Grove Elementary	920522	All Reading	7.7	10.6	5.8	49.6	26.4
Wake County Schools	Oak Grove Elementary	920522	Reading Grade 3	5.3	9.1	<5	47.7	33.3
Wake County Schools	Oak Grove Elementary	920522	Reading Grade 4	9.9	12.4	6.6	52.1	19.0
Wake County Schools	Oak Grove Elementary	920522	Reading Grade 5	7.9	10.3	6.3	49.2	26.2
Wake County Schools	Oak Grove Elementary	920522	All Math	6.6	12.4	5.8	40.1	35.1
Wake County Schools	Oak Grove Elementary	920522	Math Grade 3	5.3	14.4	5.3	35.6	39.4
Wake County Schools	Oak Grove Elementary	920522	Math Grade 4	9.1	8.3	8.3	47.9	26.4
Wake County Schools	Oak Grove Elementary	920522	Math Grade 5	5.6	14.3	<5	37.3	38.9
Wake County Schools	Oak Grove Elementary	920522	All Science	<5	5.6	5.6	45.2	39.7
Wake County Schools	Oak Grove Elementary	920522	Science Grade 5	<5	5.6	5.6	45.2	39.7
Wake County Schools	Olive Chapel Elementary	920523	All Subjects	<5	9.8	8.9	47.3	29.1
Wake County Schools	Olive Chapel Elementary	920523	All EOG	<5	9.8	8.9	47.3	29.1
Wake County Schools	Olive Chapel Elementary	920523	EOG Grade 3	<5	8.2	8.9	43.2	34.9
Wake County Schools	Olive Chapel Elementary	920523	EOG Grade 4	<5	9.2	7.3	53.7	25.4
Wake County Schools	Olive Chapel Elementary	920523	EOG Grade 5	5.2	11.1	10.0	45.2	28.5
Wake County Schools	Olive Chapel Elementary	920523	All Reading	5.2	8.4	10.7	54.5	21.2
Wake County Schools	Olive Chapel Elementary	920523	Reading Grade 3	5.5	7.5	11.6	45.9	29.5
Wake County Schools	Olive Chapel Elementary	920523	Reading Grade 4	<5	7.3	7.3	66.5	14.7
Wake County Schools	Olive Chapel Elementary	920523	Reading Grade 5	5.9	10.2	13.4	48.9	21.5
Wake County Schools	Olive Chapel Elementary	920523	All Math	<5	11.1	6.7	40.3	37.1
Wake County Schools	Olive Chapel Elementary	920523	Math Grade 3	<5	8.9	6.2	40.4	40.4
Wake County Schools	Olive Chapel Elementary	920523	Math Grade 4	<5	11.0	7.3	40.8	36.1
Wake County Schools	Olive Chapel Elementary	920523	Math Grade 5	5.4	12.9	6.5	39.8	35.5
Wake County Schools	Olive Chapel Elementary	920523	All Science	<5	10.2	10.2	46.8	28.5
Wake County Schools	Olive Chapel Elementary	920523	Science Grade 5	<5	10.2	10.2	46.8	28.5
Wake County Schools	Olds Elementary	920524	All Subjects	7.7	15.0	6.7	40.4	30.2
Wake County Schools	Olds Elementary	920524	All EOG	7.7	15.0	6.7	40.4	30.2
Wake County Schools	Olds Elementary	920524	EOG Grade 3	<5	18.3	<5	42.3	31.7
Wake County Schools	Olds Elementary	920524	EOG Grade 4	9.3	13.9	<5	38.0	36.1
Wake County Schools	Olds Elementary	920524	EOG Grade 5	9.5	13.8	10.1	40.7	25.9
Wake County Schools	Olds Elementary	920524	All Reading	7.1	11.8	7.1	49.1	24.9
Wake County Schools	Olds Elementary	920524	Reading Grade 3	<5	13.5	<5	53.8	26.9
Wake County Schools	Olds Elementary	920524	Reading Grade 4	5.6	13.0	<5	50.0	27.8
Wake County Schools	Olds Elementary	920524	Reading Grade 5	12.7	9.5	12.7	44.4	20.6
Wake County Schools	Olds Elementary	920524	All Math	10.1	18.9	<5	30.2	36.1
Wake County Schools	Olds Elementary	920524	Math Grade 3	<5	23.1	5.8	30.8	36.5
Wake County Schools	Olds Elementary	920524	Math Grade 4	13.0	14.8	<5	25.9	44.4
Wake County Schools	Olds Elementary	920524	Math Grade 5	12.7	19.0	6.3	33.3	28.6
Wake County Schools	Olds Elementary	920524	All Science	<5	12.7	11.1	44.4	28.6
Wake County Schools	Olds Elementary	920524	Science Grade 5	<5	12.7	11.1	44.4	28.6
Wake County Schools	Partnership Elementary	920525	All Subjects	21.1	21.6	10.7	35.3	11.4
Wake County Schools	Partnership Elementary	920525	All EOG	21.1	21.6	10.7	35.3	11.4
Wake County Schools	Partnership Elementary	920525	EOG Grade 3	14.8	22.2	11.1	35.2	16.7
Wake County Schools	Partnership Elementary	920525	EOG Grade 4	17.9	18.8	10.7	37.5	15.2
Wake County Schools	Partnership Elementary	920525	EOG Grade 5	27.0	23.0	10.3	33.9	5.7
Wake County Schools	Partnership Elementary	920525	All Reading	20.8	14.3	11.3	42.3	11.3
Wake County Schools	Partnership Elementary	920525	Reading Grade 3	16.7	16.7	7.4	37.0	22.2
Wake County Schools	Partnership Elementary	920525	Reading Grade 4	12.5	14.3	12.5	50.0	10.7
Wake County Schools	Partnership Elementary	920525	Reading Grade 5	32.8	12.1	13.8	39.7	<5
Wake County Schools	Partnership Elementary	920525	All Math	22.0	28.6	9.5	27.4	12.5
Wake County Schools	Partnership Elementary	920525	Math Grade 3	13.0	27.8	14.8	33.3	11.1
Wake County Schools	Partnership Elementary	920525	Math Grade 4	23.2	23.2	8.9	25.0	19.6
Wake County Schools	Partnership Elementary	920525	Math Grade 5	29.3	34.5	5.2	24.1	6.9
Wake County Schools	Partnership Elementary	920525	All Science	19.0	22.4	12.1	37.9	8.6
Wake County Schools	Partnership Elementary	920525	Science Grade 5	19.0	22.4	12.1	37.9	8.6
Wake County Schools	Panther Creek High	920526	All Subjects	8.0	11.5	8.1	44.8	27.5
Wake County Schools	Panther Creek High	920526	All EOC	8.0	11.5	8.1	44.8	27.5
Wake County Schools	Panther Creek High	920526	Math I	10.5	11.8	12.3	42.5	22.9
Wake County Schools	Panther Creek High	920526	Biology	6.5	12.0	6.5	31.7	43.3
Wake County Schools	Panther Creek High	920526	English II	6.9	10.8	5.1	62.3	15.0
Wake County Schools	Phillips High	920528	All Subjects	57.1	25.4	7.1	10.3	<5
Wake County Schools	Phillips High	920528	All EOC	57.1	25.4	7.1	10.3	<5
Wake County Schools	Phillips High	920528	Math I	72.5	19.6	5.9	<5	<5
Wake County Schools	Phillips High	920528	Biology	53.8	30.8	<5	11.5	<5
Wake County Schools	Phillips High	920528	English II	30.4	26.1	17.4	26.1	<5
Wake County Schools	Penny Road Elementary	920530	All Subjects	13.6	9.1	6.9	40.3	30.2
Wake County Schools	Penny Road Elementary	920530	All EOG	13.6	9.1	6.9	40.3	30.2
Wake County Schools	Penny Road Elementary	920530	EOG Grade 3	17.9	9.4	8.5	34.4	29.9
Wake County Schools	Penny Road Elementary	920530	EOG Grade 4	10.6	7.2	5.1	45.3	31.8
Wake County Schools	Penny Road Elementary	920530	EOG Grade 5	12.9	10.1	7.0	40.6	29.4
Wake County Schools	Penny Road Elementary	920530	All Reading	16.6	8.9	9.7	47.0	17.8
Wake County Schools	Penny Road Elementary	920530	Reading Grade 3	21.4	10.7	12.5	32.1	23.2
Wake County Schools	Penny Road Elementary	920530	Reading Grade 4	11.0	6.8	6.8	63.6	11.9
Wake County Schools	Penny Road Elementary	920530	Reading Grade 5	17.6	9.2	10.1	44.5	18.5
Wake County Schools	Penny Road Elementary	920530	All Math	11.7	8.3	<5	32.7	44.1
Wake County Schools	Penny Road Elementary	920530	Math Grade 3	14.3	8.0	<5	36.6	36.6
Wake County Schools	Penny Road Elementary	920530	Math Grade 4	10.2	7.6	<5	27.1	51.7
Wake County Schools	Penny Road Elementary	920530	Math Grade 5	10.9	9.2	<5	34.5	43.7
Wake County Schools	Penny Road Elementary	920530	All Science	10.1	11.8	9.2	42.9	26.1
Wake County Schools	Penny Road Elementary	920530	Science Grade 5	10.1	11.8	9.2	42.9	26.1
Wake County Schools	Pleasant Union Elementary	920531	All Subjects	7.4	15.3	8.2	45.6	23.5
Wake County Schools	Pleasant Union Elementary	920531	All EOG	7.4	15.3	8.2	45.6	23.5
Wake County Schools	Pleasant Union Elementary	920531	EOG Grade 3	5.2	12.7	8.0	45.8	28.3
Wake County Schools	Pleasant Union Elementary	920531	EOG Grade 4	6.3	11.6	<5	51.1	26.3
Wake County Schools	Pleasant Union Elementary	920531	EOG Grade 5	9.4	19.1	10.3	42.4	18.8
Wake County Schools	Pleasant Union Elementary	920531	All Reading	9.0	16.4	9.0	48.2	17.4
Wake County Schools	Pleasant Union Elementary	920531	Reading Grade 3	8.5	12.3	7.5	51.9	19.8
Wake County Schools	Pleasant Union Elementary	920531	Reading Grade 4	7.4	10.5	7.4	56.8	17.9
Wake County Schools	Pleasant Union Elementary	920531	Reading Grade 5	10.9	25.5	11.8	37.3	14.5
Wake County Schools	Pleasant Union Elementary	920531	All Math	<5	14.8	6.1	41.8	32.5
Wake County Schools	Pleasant Union Elementary	920531	Math Grade 3	<5	13.2	8.5	39.6	36.8
Wake County Schools	Pleasant Union Elementary	920531	Math Grade 4	5.3	12.6	<5	45.3	34.7
Wake County Schools	Pleasant Union Elementary	920531	Math Grade 5	7.3	18.2	7.3	40.9	26.4
Wake County Schools	Pleasant Union Elementary	920531	All Science	10.0	13.6	11.8	49.1	15.5
Wake County Schools	Pleasant Union Elementary	920531	Science Grade 5	10.0	13.6	11.8	49.1	15.5
Wake County Schools	Poe Elementary	920532	All Subjects	23.6	21.9	9.9	30.1	14.5
Wake County Schools	Poe Elementary	920532	All EOG	23.6	21.9	9.9	30.1	14.5
Wake County Schools	Poe Elementary	920532	EOG Grade 3	23.3	16.7	10.0	33.3	16.7
Wake County Schools	Poe Elementary	920532	EOG Grade 4	29.3	18.5	7.6	30.4	14.1
Wake County Schools	Poe Elementary	920532	EOG Grade 5	20.3	28.1	11.1	27.5	13.1
Wake County Schools	Poe Elementary	920532	All Reading	26.8	19.1	9.6	34.4	10.2
Wake County Schools	Poe Elementary	920532	Reading Grade 3	23.3	20.0	10.0	33.3	13.3
Wake County Schools	Poe Elementary	920532	Reading Grade 4	30.4	15.2	6.5	39.1	8.7
Wake County Schools	Poe Elementary	920532	Reading Grade 5	27.5	21.6	11.8	31.4	7.8
Wake County Schools	Poe Elementary	920532	All Math	22.9	22.3	8.9	26.8	19.1
Wake County Schools	Poe Elementary	920532	Math Grade 3	23.3	13.3	10.0	33.3	20.0
Wake County Schools	Poe Elementary	920532	Math Grade 4	28.3	21.7	8.7	21.7	19.6
Wake County Schools	Poe Elementary	920532	Math Grade 5	17.6	33.3	7.8	23.5	17.6
Wake County Schools	Poe Elementary	920532	All Science	15.7	29.4	13.7	27.5	13.7
Wake County Schools	Poe Elementary	920532	Science Grade 5	15.7	29.4	13.7	27.5	13.7
Wake County Schools	Powell Elementary	920536	All Subjects	26.0	24.6	8.4	28.3	12.7
Wake County Schools	Powell Elementary	920536	All EOG	26.0	24.6	8.4	28.3	12.7
Wake County Schools	Powell Elementary	920536	EOG Grade 3	23.2	26.8	10.1	29.7	10.1
Wake County Schools	Powell Elementary	920536	EOG Grade 4	35.2	15.6	<5	30.5	14.1
Wake County Schools	Powell Elementary	920536	EOG Grade 5	22.8	28.0	9.3	26.4	13.4
Wake County Schools	Powell Elementary	920536	All Reading	29.8	20.5	9.8	32.1	7.9
Wake County Schools	Powell Elementary	920536	Reading Grade 3	23.2	27.5	7.2	34.8	7.2
Wake County Schools	Powell Elementary	920536	Reading Grade 4	35.9	14.1	6.3	34.4	9.4
Wake County Schools	Powell Elementary	920536	Reading Grade 5	30.5	19.5	14.6	28.0	7.3
Wake County Schools	Powell Elementary	920536	All Math	25.1	26.0	7.4	23.7	17.7
Wake County Schools	Powell Elementary	920536	Math Grade 3	23.2	26.1	13.0	24.6	13.0
Wake County Schools	Powell Elementary	920536	Math Grade 4	34.4	17.2	<5	26.6	18.8
Wake County Schools	Powell Elementary	920536	Math Grade 5	19.5	32.9	6.1	20.7	20.7
Wake County Schools	Powell Elementary	920536	All Science	18.3	31.7	7.3	30.5	12.2
Wake County Schools	Powell Elementary	920536	Science Grade 5	18.3	31.7	7.3	30.5	12.2
Wake County Schools	Rand Road Elementary	920540	All Subjects	13.2	20.0	9.9	43.7	13.2
Wake County Schools	Rand Road Elementary	920540	All EOG	13.2	20.0	9.9	43.7	13.2
Wake County Schools	Rand Road Elementary	920540	EOG Grade 3	9.9	20.8	10.9	40.6	17.7
Wake County Schools	Rand Road Elementary	920540	EOG Grade 4	22.7	18.0	6.7	42.0	10.7
Wake County Schools	Rand Road Elementary	920540	EOG Grade 5	10.2	20.5	11.0	47.0	11.4
Wake County Schools	Rand Road Elementary	920540	All Reading	16.2	19.7	10.8	45.2	8.1
Wake County Schools	Rand Road Elementary	920540	Reading Grade 3	12.5	21.9	6.3	45.8	13.5
Wake County Schools	Rand Road Elementary	920540	Reading Grade 4	24.0	16.0	12.0	40.0	8.0
Wake County Schools	Rand Road Elementary	920540	Reading Grade 5	13.6	20.5	14.8	48.9	<5
Wake County Schools	Rand Road Elementary	920540	All Math	11.6	19.7	7.3	40.5	20.8
Wake County Schools	Rand Road Elementary	920540	Math Grade 3	7.3	19.8	15.6	35.4	21.9
Wake County Schools	Rand Road Elementary	920540	Math Grade 4	21.3	20.0	<5	44.0	13.3
Wake County Schools	Rand Road Elementary	920540	Math Grade 5	8.0	19.3	<5	43.2	26.1
Wake County Schools	Rand Road Elementary	920540	All Science	9.1	21.6	14.8	48.9	5.7
Wake County Schools	Rand Road Elementary	920540	Science Grade 5	9.1	21.6	14.8	48.9	5.7
Wake County Schools	Reedy Creek Elementary	920542	All Subjects	18.7	21.4	12.2	36.3	11.4
Wake County Schools	Reedy Creek Elementary	920542	All EOG	18.7	21.4	12.2	36.3	11.4
Wake County Schools	Reedy Creek Elementary	920542	EOG Grade 3	13.7	21.1	14.7	37.4	13.2
